بيانات المنتج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
النوع ,أسم المنتج,تصنيف المنتج,صورة المنتج,وصف صورة المنتج,نوع المنتج,سعر المنتج,الوصف,هل يتطلب شحن؟,رمز المنتج sku,سعر التكلفة,السعر المخفض,تاريخ بداية التخفيض,تاريخ نهاية التخفيض,اقصي كمية لكل عميل,إخفاء خيار تحديد الكمية,اضافة صورة عند الطلب,الوزن,وحدة الوزن,الماركة,العنوان الترويجي,تثبيت المنتج,الباركود,السعرات الحرارية,MPN,GTIN,خاضع للضريبة ؟,سبب عدم الخضوع للضريبة,[1] الاسم,[1] النوع,[1] القيمة,[1] الصورة / اللون,[2] الاسم,[2] النوع,[2] القيمة,[2] الصورة / اللون,[3] الاسم,[3] النوع,[3] القيمة,[3] الصورة / اللون
منتج,شنطة جلد مطفي مجعد ناعم نسائي بقاعدة مسمار من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8eec0993-c54c-4b02-b45e-7966b4530f41-360.11829851498x500-oWmEqPqSjAx0McBMlYOCkGbQQDkbeKlopTcVCC4D.jpg",شنطة جلد مطفي مجعد ناعم نسائي بقاعدة مسمار من ستيفانو,منتج جاهز,99,<p>شنطة جلد مطفي مجعد ناعم نسائي بقاعدة مسمار من ستيفانو</p>,نعم,,,,,,,,,0.5,kg,ستيفانو,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/28bd9ffe-98f2-4034-b109-a60b5e8b9d15-500x500-QYunQdlFWhbV9LqEOsSsXFbJnaah3lOGvCko3H6l.png",عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم,منتج جاهز,6,<p>عينة عطر ايروس فليم من فرزاتشي للرجال - او دو برفيوم</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9dcb992d-2e49-4a52-a1ac-065a538ba14a-500x500-SRVLBA8LyoDqnXDDNyS0scKjV5U05G5Fe7JMSb8B.png",جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163,منتج جاهز,72,<p>جهاز مساج وتدليك العضلات بحجم صغير محمول بـ 6 سرعات من ريبون RE-2163</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e4bad37d-d0b5-4e50-93fa-dccba70d14a5-500x500-Ghk07PsUCqP8BcbucKnQaF6AAQz0YYpbQ9tNcdVP.png",عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم,منتج جاهز,13,<p>عينة عطر سوسبيرو «إل بادِرِينو» أو دو برفيوم</p>,نعم,,,,,,,,,0.5,kg,سوسبيرو,,,,,,,,,,,,,,,,,,,,
منتج,عطرغزل من الاسرار - او دي بارفيوم - 100مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a49e33b5-9b5b-4206-8ff7-dc6bb078c1d4-500x500-qouzR663dYk4cfyrTBDOZjqyMz5lry6iv5A3eEtF.png",عطرغزل من الاسرار - او دي بارفيوم - 100مل,منتج جاهز,122,<p>عطرغزل من الاسرار - او دي بارفيوم - 100مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,"كريم مرطب مع عامل الحماية من الشمس ++++50 بعصير البتولا من راوند لاب , 50 مل",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/6f3896f1-7918-4e19-bda9-7b75eac65e90-375.21663778163x500-T0dO7hI1DM7nAhLlOV4zXmifqKoLG7WyJm6c5K22.png","كريم مرطب مع عامل الحماية من الشمس ++++50 بعصير البتولا من راوند لاب , 50 مل",منتج جاهز,59,"<p>كريم مرطب مع عامل الحماية من الشمس ++++50 بعصير البتولا من راوند لاب , 50 مل</p>",نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f70a2ad2-5d62-46d7-8de6-eb8b8171b550-500x500-5h5Q1ifJtvwV925keV6trt1TUjH6dgBQoRNXIJYy.png",بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل,منتج جاهز,41,<p>بخاخ بروتين الماكا لتنعيم واصلاح الشعر من كارسيل- 200 مل</p>,نعم,,,,,,,,,0.5,kg,بروت,,,,,,,,,,,,,,,,,,,,
منتج,زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c6948461-be2c-457e-9494-dd971dc24bb1-500x500-WyjXrgi6tOyeA43duJUirmKtoj2KvrAKWt1t5m4D.png",زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل,منتج جاهز,26,<p>زيت جل مرطب للبشرة من جونسون برائحة الزهور المنعشة 200 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطر وتين رقم 1513 25 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e9a4c217-f8ab-478c-b4df-d2c331fed9b9-500x500-Z3eKrSZppjQDQWRiYTMQTRVxWxaqPC8fVPn0ddpi.png",عطر وتين رقم 1513 25 مل,منتج جاهز,11,<p>عطر وتين رقم 1513 25 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5ce511ca-51c9-40c1-9335-2284f346d44b-445.17958412098x500-iCFcdFKwLxjQZlZIDLkyH8ZEb65FrA0WSKfzBV9w.png",بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل,منتج جاهز,57,<p>بخاخ مزيل عرق عود فانيلا من فرانك اوليفير 250 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/998d1a65-2422-498c-88f8-0d483f9eb139-500x500-qlgp4WZqAZ3IIcMx0uz1DFdoX91oGjAI254onvMO.png",بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل,منتج جاهز,40,<p>بخاخ مزيل عرق بيلا من فرانك اوليفر للنساء 250 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/be6f78a9-873e-4524-8433-f1d85a307d6b-500x500-rh5tHfb2HcSL0hhMTsklm0mpq7RPy2d3zqkE5uEf.png",بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل,منتج جاهز,38,<p>بخاخ مزيل عرق وايت تاتش من فرانك اوليفر للنساء 250 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/90534773-b4eb-4761-a3ca-685f9ca2f9ca-500x500-OpPUgvUHbThgyPZZ0okz9ygapxm41DRyFNHa0gxF.png",بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل,منتج جاهز,36,<p>بخاخ مزيل عرق للنساء من فرانك اوليفر 250 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9795d095-2a23-447f-a50a-a611642e71c7-437.265917603x500-ZRHaK2MB1oU4GN4yDFrOKCaKJFtGju1E4v1lLVq4.png",بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل,منتج جاهز,33,<p>بخاخ مزيل عرق بيلا ان باريس للنساء من فرانك اوليفير 250مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f09975cb-aa36-4722-aae8-a2e82ef73394-437.265917603x500-zhn6gCsJDWgR6YBxIiYcEDoCYzdiNa3nuY6eJUCO.png",بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل,منتج جاهز,29,<p>بخاخ مزيل عرق عود تاتش للجنسين من فرانك اوليفير 250مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/85c5573c-9d57-449d-ab14-77db75f9a1ff-500x500-KZCrPULtPqbAFk95edLVNzjLUf9LYL4YK44pySxv.png",بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل,منتج جاهز,12,<p>بلسم للشعر من فاتيكا للمعالجة والترطيب 400 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر كارولينا هريرا جود جيرل جلوريوس جولد,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/989a78ba-77e6-4d31-9f8c-7a3cdb8fa680-500x500-2uySqU3iR6xLusqt6MYLIQwMlaFyJgpaxBbslVTl.png",عينة عطر كارولينا هريرا جود جيرل جلوريوس جولد,منتج جاهز,14,<p>عينة عطر كارولينا هريرا جود جيرل جلوريوس جولد</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f8cbb86a-a095-4811-9fb5-a0174999c3e4-375.21663778163x500-Ciy77cuLBCWuDJhW3HxsiksQGZwqTvYUVI0OtmZc.png",لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل,منتج جاهز,21,<p>لوشن جلوتا هيا بيرست اشراقه ندية بالنياسيناميد من فازلين - 200 مل</p>,نعم,,,,,,,,,0.5,kg,اشر,,,,,,,,,,,,,,,,,,,,
منتج,مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2759a565-4f88-4786-8c1d-e5fe87bad21c-500x500-xr9eZemRKVOqx1IUIwysY78R56ES0Kv4Rwuj0PVi.jpg",مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة,منتج جاهز,11,<p>مومز باث ليفة التقشير للعناية بمشاكل الجسم قطعة واحدة</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7f09e53b-1528-4828-a2b0-1aa19791654c-454.19847328244x500-35VAi54BMgDuwZ54m8GwMwu2abDsI0CcLW3g4Nw1.png",عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل,منتج جاهز,1092,<p>عطرتيزيانا تيرنزي – ل”إنوسنس أسولوتا – إكستريت دي بارفيوم 100 مل</p>,نعم,,,,,,,,,0.5,kg,تيزيانا تيرنزي,,,,,,,,,,,,,,,,,,,,
منتج,شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fbf1a33f-0408-4428-90f4-e7f7e8f72a69-500x500-P68FlsGHTlAPP70Hmn1j6p3TMOMPHgGMXJTymUPu.png",شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل,منتج جاهز,57,<p>شامبو مقوي للشعر بإكليل الجبل والنعناع من ميلي - 355مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a4f62f6e-4790-47e6-a21f-0e0852fedcee-500x500-r2JpzgHPi48SOmMIQO0UXeVMbv7THKb7kbsnkZKz.png",عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت,منتج جاهز,20,<p>عينه عطر فورستا ماجيكا من لورنزو بازاغليا اكستريت</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,كريم سيول 1988 ريتينال ليبوسوم 1% + أرز مخمر من كي سيكريت - 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cf2bd77f-207c-4887-ae28-7dd53ce67f3c-500x500-jOCj0frPLxylr58uqO4yJmpX3ZJo1v5R42yteue3.png",كريم سيول 1988 ريتينال ليبوسوم 1% + أرز مخمر من كي سيكريت - 50 مل,منتج جاهز,57,<p>كريم سيول 1988 ريتينال ليبوسوم 1% + أرز مخمر من كي سيكريت - 50 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر نيشاني مانت تو بي سن او دي بارفيوم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/6596e613-e7f2-45f0-aa94-4a92292465c9-500x500-toke9wedSg0ICcvjCK16Qjk1p7rygKlKxYSxSEos.png",عينة عطر نيشاني مانت تو بي سن او دي بارفيوم,منتج جاهز,18,<p>عينة عطر نيشاني مانت تو بي سن او دي بارفيوم</p>,نعم,,,,,,,,,0.5,kg,نيشاني,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/50c71076-be5d-439e-8fea-8e25262fc429-500x500-vlyQ2AcRBIzmYITji1jvV2AeEsPu5HhVJrzHns6K.png",عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال,منتج جاهز,4,<p>عينة عطر خمرة دخان من لطافه أودي بارفيوم للرجال</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2c7ccca2-7a9d-4d81-815a-d22e6ebade8a-500x500-2ZkGc2HfYQG9qXFz1RV0ori4ryZxN3Azt1BNdV6x.png",عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025,منتج جاهز,26,<p>عينة عطر كريد ابسولو افينتوس الرجالي او دو بارفيوم 2025</p>,نعم,,,,,,,,,0.5,kg,توس,,,,,,,,,,,,,,,,,,,,
منتج,"كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e1d1758b-c307-4925-bc60-19153b5f44d2-500x500-mbVSrOuflPzkxiKYtquWGaDM69Bu8iQLxg2jRX4D.png","كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام",منتج جاهز,57,"<p>كريم s88 توتال وايت تفتيح تحت الإبط , 35 جرام</p>",نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/539b39b6-35b1-468b-a39e-eb14fa080392-375x500-PmLtcQH9FE87uHgLVM6i0Mutv2nwIrSSjPPViawk.jpg",لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل,منتج جاهز,23,<p>لوشن جلوتا هيا بيرست لتصحيح البقع الداكنة للجسم من فازلين - 200 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e90a40a2-eb14-4d77-8643-cc0d7a54b66b-500x500-h3OE5roLhnkl2dUulvDQ8DG58jE7XzUpC5NyX6Lc.png",سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام,منتج جاهز,36,<p>سكالا كريم وبلسم للشعر حيويه ولمعان للشعر المستقيم والمموج - 1000 جرام</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e0fde867-96ee-48f9-aeab-834592bfec1c-500x500-Dupa1J7HoOgA8sEUQ67SczF6WUzonduKajVoyfaj.jpg",عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل,منتج جاهز,575,<p>عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/73ec8a9b-b86c-4229-9d09-6a54139a6c53-500x500-K327ISWyFLWKTpYPfwAzHOG1eTWLxwRhBY5XNMkw.png",عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,منتج جاهز,11,<p>عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس</p>,نعم,,,,,,,,,0.5,kg,هوغو بوس,,,,,,,,,,,,,,,,,,,,
منتج,عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/179d66a6-281b-4c2f-b38e-d45c8d9755ea-500x500-9oYggMvH5ecq0ZT2KEV0y1Dip8VLgTi57bj9g7vs.png",عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل,منتج جاهز,1046,<p>عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,عطرليجند ليذر من ميزنسير - او دي بارفيوم 100 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/dbfd5563-e3e6-490a-9788-c18a94d69282-500x500-0ubYHZ9fHIU6bWJPjpPNZTOrjCNVNTI9huggKlZS.png",عطرليجند ليذر من ميزنسير - او دي بارفيوم 100 مل,منتج جاهز,690,<p>عطرليجند ليذر من ميزنسير - او دي بارفيوم 100 مل</p>,نعم,,,,,,,,,0.5,kg,ميزنسير,,,,,,,,,,,,,,,,,,,,
منتج,عطر الجنسو فرايدي ايديشن او دو تواليت,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da3e441c-d93e-4325-aada-711a98e37c17-500x500-5GnGjFw1eeGVNXARqH2s9mMjiQ5TagKsU5wKMZXN.png",عطر الجنسو فرايدي ايديشن او دو تواليت,منتج جاهز,138,<p>عطر الجنسو فرايدي ايديشن او دو تواليت</p>,نعم,,,,,,,,,0.5,kg,الجنسو,,,,,,,,,,,,,,,,,,,,
منتج,كريم ترطيب البشره من كيو في 1000 جم,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b476f234-279d-4a65-b7f1-1b692fdd6616-375.21663778163x500-SaWwNvljyp9zTrwcCm53YniuTaBmT1osuMglfN9M.png",كريم ترطيب البشره من كيو في 1000 جم,منتج جاهز,162,<p>كريم ترطيب البشره من كيو في 1000 جم</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c91d07fb-62a5-4b6c-b7ee-69f60c78128c-375.21663778163x500-4sZjARYgVWz1yGft9OUbpequA5Hfz8QIyUf2Du6l.png",مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,منتج جاهز,11,<p>مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,معطر الجسم الفراولة والشمبانيا، 250 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/909cbaef-ea28-4f4a-a1e3-ade0ebcf6899-375.21663778163x500-8I70ASW1iMCIObkBMWxLq3QyjD3cCTHJpi1ZQjz3.png",معطر الجسم الفراولة والشمبانيا، 250 مل,منتج جاهز,59,<p>معطر الجسم الفراولة والشمبانيا، 250 مل</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,"مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام",العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e762bf7f-9e9b-46dd-a7c3-3334b3354e6c-375.21663778163x500-m3pP8ojHnT27bytH0dDSTZNwSFqmK5GwXTe4PdUO.png","مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام",منتج جاهز,11,"<p>مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام</p>",نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
منتج,جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2582fb9c-e8ad-4f4e-9911-2e9b58abe2f3-500x500-5f4owLWdwE4eM0OJvkWyVYcwdZ5uEKGoevGGNneI.jpg",جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو,منتج جاهز,199,<p>جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو</p>,نعم,,,,,,,,,0.5,kg,ستيفانو,,,,,,,,,,,,,,,,,,,,
منتج,مجموعة فان قارد من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b2808ef4-8b1b-4e8f-b057-80850029e710-500x500-Twd8lIbewU1jsylkhXeS1YMk0YzIW3aZJ1d5hnDC.jpg",مجموعة فان قارد من ستيفانو,منتج جاهز,199,<p>مجموعة فان قارد من ستيفانو</p>,نعم,,,,,,,,,0.5,kg,ستيفانو,,,,,,,,,,,,,,,,,,,,
منتج,عرض المجموعة النسائية مع سولا من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4d1fd20b-a4db-495b-b35e-2162063fcca7-500x500-jiLaSDDkeUPaqveMegOatDsgkx6YTgmHwNkIqSCq.png",عرض المجموعة النسائية مع سولا من ستيفانو,منتج جاهز,269,<p>عرض المجموعة النسائية مع سولا من ستيفانو</p>,نعم,,,,,,,,,0.5,kg,ستيفانو,,,,,,,,,,,,,,,,,,,,
منتج,بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da93af83-9e07-4016-bab4-2ef8e8a659e3-375.21663778163x500-XWAoM7A4hf7KJ6q6ACeJF6pOFHI8E9LIeZueZhD9.png",بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,منتج جاهز,11,<p>بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل</p>,نعم,,,,,,,,,0.5,kg,اليابا,,,,,,,,,,,,,,,,,,,,
منتج,عرض المجموعة الرجالية مع جالهاد من ستيفانو,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/80becf9c-215d-4beb-93ae-64bc9c4958f6-500x500-OxIPUWAwJCs6ivqjFaQUT2v5hFHho1IqgA1Omqjp.jpg",عرض المجموعة الرجالية مع جالهاد من ستيفانو,منتج جاهز,269,<p>عرض المجموعة الرجالية مع جالهاد من ستيفانو</p>,نعم,,,,,,,,,0.5,kg,ستيفانو,,,,,,,,,,,,,,,,,,,,
منتج,سنتيلا قناع الطين ستيك لتنظيف المسام 27 جرام,العطور,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fc7c3b67-e955-4c40-b2f0-970a213b3667-500x500-3tfNMidcfrtKgTbuYpzuDBQW6jrf7CB8f7FzeZy7.png",سنتيلا قناع الطين ستيك لتنظيف المسام 27 جرام,منتج جاهز,49,<p>سنتيلا قناع الطين ستيك لتنظيف المسام 27 جرام</p>,نعم,,,,,,,,,0.5,kg,,,,,,,,,,,,,,,,,,,,,
